Operation Name,Service,Duration,Logs
detect,pyServer,619211,"[log(ts=1682395932366359, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395932391720, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395932391796, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395932469661, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395932980219, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395932980336, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/001007.jpg post detection process,pyClient,91344,
image frames/000930.jpg post detection process,pyClient,85806,
image frames/000168.jpg post detection process,pyClient,98248,
image frames/001003.jpg post detection process,pyClient,87099,
image frames/000262.jpg send to server for detection,pyClient,687784,
frame_detection,pyClient,1415039,
detecting image: frames/000371.jpg,pyClient,1084337,
detect,pyServer,1083587,"[log(ts=1682396146799376, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396146862900, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396146862991, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396146944459, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396147877813, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396147877927, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detecting image: frames/000988.jpg,pyClient,482741,
image frames/000506.jpg post detection process,pyClient,89581,
image frames/000519.jpg post detection process,pyClient,90410,
frame_detection,pyClient,1171351,
detecting image: frames/001037.jpg,pyClient,1028338,
image frames/000793.jpg post detection process,pyClient,90649,
image frames/000659.jpg post detection process,pyClient,87111,
image frames/000416.jpg post detection process,pyClient,86318,
detect,pyServer,844053,"[log(ts=1682396933133841, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396933135667, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396933135731, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396933187130, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396933971902, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396933972039, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,644004,
image frames/000760.jpg post detection process,pyClient,85063,
frame_detection,pyClient,563825,
detecting image: frames/000633.jpg,pyClient,471239,
frame_detection,pyClient,1110260,
image frames/000693.jpg send to server for detection,pyClient,955186,
image frames/000880.jpg post detection process,pyClient,96785,
image frames/001049.jpg post detection process,pyClient,89291,
frame_detection,pyClient,1334658,
detect,pyServer,1053761,"[log(ts=1682396549137250, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396549139011, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396549139079, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396549198548, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396550185221, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396550185338, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000734.jpg post detection process,pyClient,84943,
image frames/000497.jpg send to server for detection,pyClient,1082633,
image frames/000973.jpg send to server for detection,pyClient,1034196,
detect,pyServer,965368,"[log(ts=1682396482907600, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396482931480, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396482931557, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396482990646, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396483866110, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396483866234, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,824191,
image frames/000118.jpg send to server for detection,pyClient,1201932,
image frames/000291.jpg send to server for detection,pyClient,562871,
image frames/001108.jpg post detection process,pyClient,90658,
image frames/000560.jpg post detection process,pyClient,88191,
frame_detection,pyClient,1286376,
detecting image: frames/001090.jpg,pyClient,883023,
detect,pyServer,665810,"[log(ts=1682396802034682, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396802036841, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396802036917, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396802137887, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396802695265, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396802695386, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,1392863,
image frames/000399.jpg post detection process,pyClient,85518,
image frames/000732.jpg send to server for detection,pyClient,744705,
image frames/000985.jpg post detection process,pyClient,85667,
image frames/000179.jpg post detection process,pyClient,97942,
detecting image: frames/000435.jpg,pyClient,1094382,
detecting image: frames/000644.jpg,pyClient,1094903,
image frames/000975.jpg send to server for detection,pyClient,942718,
detecting image: frames/000235.jpg,pyClient,1120249,
image frames/000721.jpg send to server for detection,pyClient,1197450,
image frames/000483.jpg send to server for detection,pyClient,248213,
image frames/001158.jpg send to server for detection,pyClient,818429,
detecting image: frames/000964.jpg,pyClient,1203114,
image frames/000259.jpg send to server for detection,pyClient,1178784,
detecting image: frames/000175.jpg,pyClient,1259765,
frame_detection,pyClient,1206066,
detecting image: frames/000773.jpg,pyClient,1289605,
image frames/000849.jpg send to server for detection,pyClient,1024882,
image frames/000219.jpg post detection process,pyClient,94330,
frame_detection,pyClient,995191,
frame_detection,pyClient,1329515,
frame_detection,pyClient,1290703,
image frames/000644.jpg post detection process,pyClient,95273,
frame_detection,pyClient,1172743,
image frames/000312.jpg send to server for detection,pyClient,1212326,
detecting image: frames/000404.jpg,pyClient,1137649,
detecting image: frames/000400.jpg,pyClient,917687,
image frames/001207.jpg send to server for detection,pyClient,1108335,
image frames/000744.jpg send to server for detection,pyClient,996163,
image frames/000531.jpg send to server for detection,pyClient,982830,
image frames/000167.jpg send to server for detection,pyClient,1269096,
image frames/000171.jpg post detection process,pyClient,100906,
frame_detection,pyClient,1208392,
image frames/000653.jpg post detection process,pyClient,87347,
detecting image: frames/000414.jpg,pyClient,806426,
detecting image: frames/000899.jpg,pyClient,809046,
image frames/000888.jpg send to server for detection,pyClient,1092280,
image frames/000051.jpg send to server for detection,pyClient,226770,
image frames/001206.jpg send to server for detection,pyClient,1187761,
image frames/000970.jpg send to server for detection,pyClient,569943,
image frames/000745.jpg send to server for detection,pyClient,1072766,
frame_detection,pyClient,1395140,
image frames/000182.jpg post detection process,pyClient,98040,
image frames/000275.jpg send to server for detection,pyClient,1087329,
detecting image: frames/000381.jpg,pyClient,1067440,
image frames/000206.jpg post detection process,pyClient,97436,
image frames/001104.jpg send to server for detection,pyClient,1116716,
detecting image: frames/000896.jpg,pyClient,388258,
image frames/000588.jpg send to server for detection,pyClient,799440,
detecting image: frames/000496.jpg,pyClient,1107866,
detecting image: frames/000248.jpg,pyClient,579427,
detecting image: frames/000506.jpg,pyClient,1112977,
image frames/000908.jpg send to server for detection,pyClient,959950,
image frames/001183.jpg post detection process,pyClient,91950,
image frames/001172.jpg post detection process,pyClient,90141,
frame_detection,pyClient,1273305,
detect,pyServer,994198,"[log(ts=1682396044683216, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396044742786, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396044742858, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396044800189, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396045671185, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396045671328, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,1207198,
image frames/000705.jpg post detection process,pyClient,86962,
image frames/000892.jpg post detection process,pyClient,90717,
detecting image: frames/000961.jpg,pyClient,1131258,
frame_detection,pyClient,1412000,
detecting image: frames/000877.jpg,pyClient,1070496,
image frames/000486.jpg post detection process,pyClient,91286,
image frames/000917.jpg post detection process,pyClient,86045,
detecting image: frames/001091.jpg,pyClient,901636,
detect,pyServer,1103235,"[log(ts=1682395935797406, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395935833757, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395935833833, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395935889770, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395936894868, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395936895025, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/001150.jpg send to server for detection,pyClient,1094244,
detect,pyServer,978640,"[log(ts=1682396724088630, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396724094888, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396724094962, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396724180419, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396725060086, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396725060238, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,1273038,
detect,pyServer,724082,"[log(ts=1682395767034556, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395767047768, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395767047834, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395767147942, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395767751880, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682395767752018, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,1357956,
frame_detection,pyClient,1164633,
detect,pyServer,985724,"[log(ts=1682396230846865, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396230932052, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396230932146, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396231002267, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396231794239, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396231794403, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000269.jpg send to server for detection,pyClient,194108,
image frames/000244.jpg send to server for detection,pyClient,1125876,
image frames/000014.jpg send to server for detection,pyClient,1036462,
frame_detection,pyClient,1294759,
detecting image: frames/000229.jpg,pyClient,1180764,
image frames/000718.jpg send to server for detection,pyClient,728461,
detect,pyServer,1014071,"[log(ts=1682396912838730, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396912839794, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396912839864, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396912892838, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396913847439, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396913847553, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detect,pyServer,902132,"[log(ts=1682396017677369, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396017734971, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396017735053, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396017789820, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396018571580, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396018571776, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,1286095,
detecting image: frames/000709.jpg,pyClient,1277445,
frame_detection,pyClient,1352550,
image frames/000333.jpg post detection process,pyClient,90590,
image frames/000427.jpg post detection process,pyClient,87640,
detecting image: frames/000577.jpg,pyClient,1097800,
detecting image: frames/001008.jpg,pyClient,1298449,
image frames/000580.jpg post detection process,pyClient,89110,
image frames/001157.jpg post detection process,pyClient,86935,
frame_detection,pyClient,911044,
image frames/000940.jpg send to server for detection,pyClient,933843,
frame_detection,pyClient,1469350,
frame_detection,pyClient,811020,
frame_detection,pyClient,470605,
detect,pyServer,790303,"[log(ts=1682396421984409, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396422031713, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396422031818, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396422135544, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396422767867, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396422768048, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000200.jpg post detection process,pyClient,98184,
frame_detection,pyClient,1369478,
image frames/000469.jpg send to server for detection,pyClient,972745,
image frames/001092.jpg post detection process,pyClient,89028,
detecting image: frames/000181.jpg,pyClient,774514,
image frames/000188.jpg post detection process,pyClient,98011,
image frames/000608.jpg post detection process,pyClient,98269,
detect,pyServer,940750,"[log(ts=1682396472192863, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396472219827, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396472219845, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396472241784, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396473082803, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396473082923, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000558.jpg send to server for detection,pyClient,1006500,
detecting image: frames/001077.jpg,pyClient,789103,
image frames/000963.jpg post detection process,pyClient,87924,
detecting image: frames/000534.jpg,pyClient,676518,
frame_detection,pyClient,1122999,
image frames/001167.jpg post detection process,pyClient,92190,
image frames/000931.jpg send to server for detection,pyClient,1102075,
detecting image: frames/000873.jpg,pyClient,444551,
detecting image: frames/000694.jpg,pyClient,953419,
detect,pyServer,945913,"[log(ts=1682396623333028, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396623378803, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396623378885, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396623460391, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396624272497, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396624272750, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,1406242,
frame_detection,pyClient,1159655,
frame_detection,pyClient,1485594,
detecting image: frames/000814.jpg,pyClient,1229291,
image frames/000600.jpg post detection process,pyClient,92920,
detecting image: frames/000835.jpg,pyClient,1289907,
frame_detection,pyClient,423423,
frame_detection,pyClient,536229,
image frames/000274.jpg post detection process,pyClient,89617,
detecting image: frames/000699.jpg,pyClient,301728,
detect,pyServer,852472,"[log(ts=1682396184103462, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396184131597, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396184131668, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396184193846, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396184949824, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396184949962, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,1055747,
frame_detection,pyClient,1107092,
frame_detection,pyClient,1043626,
detecting image: frames/001069.jpg,pyClient,1008970,
image frames/000407.jpg send to server for detection,pyClient,1121263,
detecting image: frames/000349.jpg,pyClient,682521,
frame_detection,pyClient,1021304,
image frames/000301.jpg post detection process,pyClient,89291,
image frames/001112.jpg send to server for detection,pyClient,1052829,
image frames/001161.jpg send to server for detection,pyClient,1019406,
frame_detection,pyClient,1030191,
image frames/000592.jpg post detection process,pyClient,94087,
frame_detection,pyClient,1305420,
image frames/000967.jpg post detection process,pyClient,88778,
frame_detection,pyClient,1154843,
frame_detection,pyClient,1491937,
image frames/001016.jpg post detection process,pyClient,87880,
image frames/000319.jpg send to server for detection,pyClient,1083731,
image frames/000495.jpg post detection process,pyClient,91423,
frame_detection,pyClient,1276531,
image frames/000042.jpg send to server for detection,pyClient,1011539,
image frames/001067.jpg send to server for detection,pyClient,1069553,
frame_detection,pyClient,489258,
detect,pyServer,719998,"[log(ts=1682397007756996, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682397007814790, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682397007814877, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682397007847432, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682397008472579, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682397008472677, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/001009.jpg send to server for detection,pyClient,700765,
image frames/000885.jpg post detection process,pyClient,90262,
frame_detection,pyClient,1302849,
detecting image: frames/000380.jpg,pyClient,1080842,
detecting image: frames/000032.jpg,pyClient,1101124,
image frames/001024.jpg post detection process,pyClient,88788,
image frames/000292.jpg post detection process,pyClient,91202,
frame_detection,pyClient,896764,
frame_detection,pyClient,424803,
detect,pyServer,664900,"[log(ts=1682396923172270, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396923185937, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396923186041, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396923260923, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396923784140, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1682396923784254, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000878.jpg send to server for detection,pyClient,1124911,
image frames/000680.jpg send to server for detection,pyClient,481675,
frame_detection,pyClient,1146044,
frame_detection,pyClient,1219498,
frame_detection,pyClient,474366,
detecting image: frames/000692.jpg,pyClient,1206644,
detecting image: frames/001092.jpg,pyClient,1274934,
frame_detection,pyClient,783560,
detecting image: frames/000079.jpg,pyClient,1206939,
image frames/000036.jpg send to server for detection,pyClient,1010780,
image frames/000601.jpg post detection process,pyClient,93326,
