Operation Name,Service,Duration,Logs
frame_detection,pyClient,337461,
image frames/000611.jpg send to server for detection,pyClient,173690,
detecting image: frames/000119.jpg,pyClient,271284,
frame_detection,pyClient,463113,
image frames/000781.jpg post detection process,pyClient,81826,
image frames/000085.jpg send to server for detection,pyClient,208712,
image frames/000093.jpg post detection process,pyClient,104135,
image frames/001004.jpg post detection process,pyClient,86131,
image frames/000063.jpg post detection process,pyClient,95100,
image frames/000381.jpg send to server for detection,pyClient,156610,
image frames/000749.jpg send to server for detection,pyClient,148350,
image frames/001009.jpg post detection process,pyClient,192141,
image frames/001176.jpg send to server for detection,pyClient,197574,
detecting image: frames/001189.jpg,pyClient,293813,
image frames/000027.jpg post detection process,pyClient,98205,
detecting image: frames/001028.jpg,pyClient,283820,
detecting image: frames/000613.jpg,pyClient,261798,
image frames/000070.jpg post detection process,pyClient,97580,
detecting image: frames/000261.jpg,pyClient,269371,
frame_detection,pyClient,372858,
frame_detection,pyClient,395565,
frame_detection,pyClient,375585,
detecting image: frames/000689.jpg,pyClient,267530,
image frames/000127.jpg post detection process,pyClient,96058,
detecting image: frames/001131.jpg,pyClient,293829,
frame_detection,pyClient,378946,
frame_detection,pyClient,358759,
image frames/000391.jpg post detection process,pyClient,84525,
image frames/000655.jpg send to server for detection,pyClient,202323,
frame_detection,pyClient,357351,
image frames/001173.jpg send to server for detection,pyClient,152475,
frame_detection,pyClient,393896,
image frames/000854.jpg send to server for detection,pyClient,193725,
image frames/001200.jpg post detection process,pyClient,97769,
detecting image: frames/000440.jpg,pyClient,294511,
image frames/000418.jpg send to server for detection,pyClient,148552,
frame_detection,pyClient,379157,
image frames/000501.jpg send to server for detection,pyClient,200434,
frame_detection,pyClient,451710,
image frames/000296.jpg send to server for detection,pyClient,168041,
detecting image: frames/000444.jpg,pyClient,254910,
detecting image: frames/000298.jpg,pyClient,310519,
frame_detection,pyClient,414574,
image frames/001024.jpg post detection process,pyClient,88425,
image frames/000174.jpg post detection process,pyClient,98302,
image frames/001195.jpg post detection process,pyClient,89255,
detecting image: frames/000055.jpg,pyClient,326880,
image frames/000514.jpg post detection process,pyClient,89733,
frame_detection,pyClient,389121,
image frames/000069.jpg post detection process,pyClient,97139,
image frames/000773.jpg send to server for detection,pyClient,199208,
frame_detection,pyClient,420211,
image frames/000413.jpg post detection process,pyClient,85489,
frame_detection,pyClient,403018,
image frames/000797.jpg post detection process,pyClient,83840,
frame_detection,pyClient,354888,
detecting image: frames/000570.jpg,pyClient,289868,
image frames/000174.jpg send to server for detection,pyClient,190933,
frame_detection,pyClient,378787,
detecting image: frames/000250.jpg,pyClient,268097,
frame_detection,pyClient,406979,
image frames/000290.jpg send to server for detection,pyClient,163801,
frame_detection,pyClient,423832,
image frames/001061.jpg send to server for detection,pyClient,195759,
frame_detection,pyClient,342878,
frame_detection,pyClient,384165,
image frames/001186.jpg send to server for detection,pyClient,192671,
image frames/001154.jpg post detection process,pyClient,122912,
image frames/000848.jpg post detection process,pyClient,88748,
frame_detection,pyClient,379664,
image frames/000957.jpg post detection process,pyClient,86148,
image frames/000452.jpg send to server for detection,pyClient,207342,
detecting image: frames/000960.jpg,pyClient,286110,
detecting image: frames/000163.jpg,pyClient,282431,
detecting image: frames/000183.jpg,pyClient,280538,
image frames/001016.jpg post detection process,pyClient,89203,
detecting image: frames/000885.jpg,pyClient,292688,
detecting image: frames/000014.jpg,pyClient,280990,
detecting image: frames/001083.jpg,pyClient,356310,
image frames/000996.jpg post detection process,pyClient,107913,
frame_detection,pyClient,349647,
image frames/000638.jpg send to server for detection,pyClient,224381,
image frames/000093.jpg send to server for detection,pyClient,195674,
image frames/001137.jpg post detection process,pyClient,110212,
image frames/000238.jpg post detection process,pyClient,88345,
frame_detection,pyClient,394040,
frame_detection,pyClient,378782,
frame_detection,pyClient,439833,
image frames/000956.jpg post detection process,pyClient,118975,
image frames/000833.jpg send to server for detection,pyClient,181998,
frame_detection,pyClient,404157,
image frames/000180.jpg send to server for detection,pyClient,210296,
image frames/000001.jpg send to server for detection,pyClient,225864,
image frames/000831.jpg post detection process,pyClient,88235,
image frames/000906.jpg send to server for detection,pyClient,193251,
image frames/001025.jpg post detection process,pyClient,88836,
frame_detection,pyClient,365057,
frame_detection,pyClient,407504,
frame_detection,pyClient,386611,
frame_detection,pyClient,387075,
image frames/000883.jpg post detection process,pyClient,88600,
frame_detection,pyClient,365148,
image frames/000289.jpg send to server for detection,pyClient,164791,
frame_detection,pyClient,335943,
image frames/000459.jpg send to server for detection,pyClient,199859,
image frames/000064.jpg post detection process,pyClient,100729,
image frames/000397.jpg post detection process,pyClient,81492,
image frames/001081.jpg send to server for detection,pyClient,201315,
image frames/001163.jpg post detection process,pyClient,99463,
image frames/000421.jpg send to server for detection,pyClient,152267,
image frames/000714.jpg send to server for detection,pyClient,154339,
detecting image: frames/000252.jpg,pyClient,364569,
image frames/000720.jpg send to server for detection,pyClient,187549,
image frames/000194.jpg post detection process,pyClient,99228,
image frames/000366.jpg post detection process,pyClient,89463,
image frames/000450.jpg post detection process,pyClient,99761,
image frames/000646.jpg post detection process,pyClient,88529,
detecting image: frames/000638.jpg,pyClient,317319,
image frames/000587.jpg post detection process,pyClient,91980,
image frames/000151.jpg post detection process,pyClient,95104,
image frames/000735.jpg send to server for detection,pyClient,179692,
detecting image: frames/001150.jpg,pyClient,252506,
image frames/000856.jpg post detection process,pyClient,85896,
image frames/000902.jpg send to server for detection,pyClient,212785,
frame_detection,pyClient,384970,
image frames/000616.jpg send to server for detection,pyClient,204734,
frame_detection,pyClient,355571,
frame_detection,pyClient,364636,
image frames/000997.jpg post detection process,pyClient,88921,
image frames/000607.jpg send to server for detection,pyClient,410721,
image frames/001056.jpg send to server for detection,pyClient,146854,
image frames/000602.jpg send to server for detection,pyClient,161088,
frame_detection,pyClient,420876,
detecting image: frames/000485.jpg,pyClient,313419,
image frames/000276.jpg post detection process,pyClient,92190,
detecting image: frames/000291.jpg,pyClient,307641,
frame_detection,pyClient,462515,
frame_detection,pyClient,386539,
image frames/000923.jpg post detection process,pyClient,86101,
image frames/001164.jpg send to server for detection,pyClient,240937,
detecting image: frames/000983.jpg,pyClient,286047,
frame_detection,pyClient,499313,
image frames/000260.jpg post detection process,pyClient,91935,
image frames/000114.jpg post detection process,pyClient,93462,
image frames/000439.jpg send to server for detection,pyClient,156982,
image frames/000286.jpg send to server for detection,pyClient,262124,
image frames/000196.jpg post detection process,pyClient,98158,
image frames/000520.jpg post detection process,pyClient,90175,
image frames/000107.jpg send to server for detection,pyClient,164476,
frame_detection,pyClient,354027,
detecting image: frames/001101.jpg,pyClient,255843,
image frames/000886.jpg send to server for detection,pyClient,196458,
detecting image: frames/000013.jpg,pyClient,280775,
image frames/000943.jpg send to server for detection,pyClient,158303,
image frames/001075.jpg post detection process,pyClient,91063,
detecting image: frames/000394.jpg,pyClient,288175,
detecting image: frames/001088.jpg,pyClient,286345,
frame_detection,pyClient,409558,
detecting image: frames/000346.jpg,pyClient,310845,
image frames/000265.jpg post detection process,pyClient,91618,
image frames/000834.jpg send to server for detection,pyClient,184825,
detecting image: frames/000297.jpg,pyClient,299021,
detecting image: frames/000481.jpg,pyClient,275224,
frame_detection,pyClient,402057,
frame_detection,pyClient,407081,
image frames/001048.jpg post detection process,pyClient,87897,
detecting image: frames/000406.jpg,pyClient,282771,
detecting image: frames/000990.jpg,pyClient,285768,
image frames/000978.jpg send to server for detection,pyClient,189669,
image frames/000589.jpg post detection process,pyClient,91549,
image frames/000144.jpg post detection process,pyClient,96163,
image frames/000675.jpg send to server for detection,pyClient,192342,
image frames/000248.jpg send to server for detection,pyClient,169058,
image frames/000395.jpg send to server for detection,pyClient,303973,
detecting image: frames/000039.jpg,pyClient,281634,
detecting image: frames/001104.jpg,pyClient,284894,
frame_detection,pyClient,337972,
frame_detection,pyClient,412866,
image frames/001051.jpg send to server for detection,pyClient,193350,
image frames/000762.jpg send to server for detection,pyClient,180146,
image frames/000441.jpg post detection process,pyClient,90691,
image frames/000762.jpg post detection process,pyClient,81757,
image frames/000872.jpg send to server for detection,pyClient,256656,
detecting image: frames/000633.jpg,pyClient,268201,
detecting image: frames/000414.jpg,pyClient,248608,
image frames/000464.jpg send to server for detection,pyClient,196625,
image frames/000061.jpg post detection process,pyClient,97885,
detecting image: frames/000379.jpg,pyClient,280635,
frame_detection,pyClient,385341,
frame_detection,pyClient,406220,
frame_detection,pyClient,396773,
frame_detection,pyClient,379426,
frame_detection,pyClient,353644,
detecting image: frames/000878.jpg,pyClient,365255,
image frames/001026.jpg post detection process,pyClient,86807,
image frames/000596.jpg send to server for detection,pyClient,169702,
frame_detection,pyClient,388945,
image frames/001105.jpg post detection process,pyClient,92398,
image frames/000232.jpg post detection process,pyClient,124828,
detect,pyServer,92396,"[log(ts=1683072284948390, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072285019771, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072285019786, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072285028136, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072285039622, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072285039654, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,382292,
image frames/000585.jpg send to server for detection,pyClient,246732,
detecting image: frames/000988.jpg,pyClient,277413,
frame_detection,pyClient,360266,
detecting image: frames/001099.jpg,pyClient,293375,
frame_detection,pyClient,372311,
frame_detection,pyClient,353907,
image frames/000069.jpg send to server for detection,pyClient,165429,
detecting image: frames/000407.jpg,pyClient,246730,
detecting image: frames/000220.jpg,pyClient,768006,
frame_detection,pyClient,397388,
image frames/000579.jpg send to server for detection,pyClient,194747,
detecting image: frames/000093.jpg,pyClient,307305,
frame_detection,pyClient,403428,
detect,pyServer,87235,"[log(ts=1683072149809480, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072149875739, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072149875753, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072149884529, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072149895489, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072149895522, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,516223,
image frames/000643.jpg post detection process,pyClient,87328,
image frames/000710.jpg post detection process,pyClient,105556,
frame_detection,pyClient,399261,
image frames/000278.jpg post detection process,pyClient,97243,
image frames/000470.jpg send to server for detection,pyClient,169165,
image frames/000516.jpg send to server for detection,pyClient,209330,
detect,pyServer,98358,"[log(ts=1683072334809896, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072334879805, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072334879819, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072334888497, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072334907098, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072334907130, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detecting image: frames/000085.jpg,pyClient,312381,
frame_detection,pyClient,409677,
detecting image: frames/001138.jpg,pyClient,254626,
image frames/000576.jpg post detection process,pyClient,88631,
image frames/001071.jpg send to server for detection,pyClient,148606,
detecting image: frames/000255.jpg,pyClient,307862,
detecting image: frames/000007.jpg,pyClient,318776,
image frames/000906.jpg post detection process,pyClient,88122,
frame_detection,pyClient,422352,
image frames/000997.jpg send to server for detection,pyClient,193128,
detecting image: frames/000794.jpg,pyClient,236419,
frame_detection,pyClient,335130,
frame_detection,pyClient,385473,
detecting image: frames/000166.jpg,pyClient,319154,
detect,pyServer,88786,"[log(ts=1683072380291346, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072380359780, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072380359796, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072380367976, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072380378902, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683072380378935, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,431342,
frame_detection,pyClient,398498,
image frames/000495.jpg post detection process,pyClient,91991,
image frames/000042.jpg post detection process,pyClient,102511,
image frames/000114.jpg send to server for detection,pyClient,209161,
frame_detection,pyClient,416488,
detecting image: frames/000748.jpg,pyClient,273590,
detecting image: frames/000262.jpg,pyClient,300534,
frame_detection,pyClient,425834,
detecting image: frames/000599.jpg,pyClient,335841,
frame_detection,pyClient,389759,
image frames/000743.jpg send to server for detection,pyClient,191151,
detecting image: frames/000488.jpg,pyClient,316016,
frame_detection,pyClient,387403,
image frames/000197.jpg send to server for detection,pyClient,178341,
image frames/000600.jpg send to server for detection,pyClient,214681,
image frames/001069.jpg post detection process,pyClient,88022,
frame_detection,pyClient,381012,
detecting image: frames/001089.jpg,pyClient,326097,
detecting image: frames/001118.jpg,pyClient,301826,
frame_detection,pyClient,407854,
image frames/000397.jpg send to server for detection,pyClient,185688,
frame_detection,pyClient,634638,
image frames/000992.jpg send to server for detection,pyClient,246792,
detecting image: frames/000999.jpg,pyClient,310917,
image frames/000634.jpg post detection process,pyClient,85313,
image frames/000531.jpg send to server for detection,pyClient,159367,
image frames/000277.jpg send to server for detection,pyClient,196586,
image frames/000524.jpg post detection process,pyClient,91143,
frame_detection,pyClient,368241,
image frames/000696.jpg send to server for detection,pyClient,154041,
frame_detection,pyClient,402034,
frame_detection,pyClient,383754,
image frames/000094.jpg send to server for detection,pyClient,174176,
image frames/000983.jpg send to server for detection,pyClient,193907,
frame_detection,pyClient,442163,
image frames/000879.jpg send to server for detection,pyClient,214071,
image frames/000870.jpg send to server for detection,pyClient,193025,
frame_detection,pyClient,356343,
frame_detection,pyClient,388215,
image frames/000056.jpg send to server for detection,pyClient,219064,
detecting image: frames/000210.jpg,pyClient,311488,
frame_detection,pyClient,420697,
image frames/000591.jpg post detection process,pyClient,95821,
image frames/001102.jpg send to server for detection,pyClient,150489,
detecting image: frames/000339.jpg,pyClient,308038,
image frames/000924.jpg send to server for detection,pyClient,156948,
detect,pyServer,43797,"[log(ts=1683071974582662, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683071974606112, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683071974606125, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683071974614206, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683071974625164, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1683071974625201, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000575.jpg post detection process,pyClient,130395,
detecting image: frames/000603.jpg,pyClient,349281,
detecting image: frames/000552.jpg,pyClient,284392,
detecting image: frames/000458.jpg,pyClient,252547,
frame_detection,pyClient,386786,
detecting image: frames/000331.jpg,pyClient,307584,
image frames/001025.jpg send to server for detection,pyClient,192673,
image frames/000442.jpg send to server for detection,pyClient,162350,
detecting image: frames/000784.jpg,pyClient,237238,
detecting image: frames/000549.jpg,pyClient,244950,
detecting image: frames/000385.jpg,pyClient,263784,
image frames/000336.jpg send to server for detection,pyClient,237174,
frame_detection,pyClient,406342,
image frames/000907.jpg send to server for detection,pyClient,196062,
frame_detection,pyClient,384338,
detecting image: frames/000412.jpg,pyClient,249612,
image frames/000468.jpg send to server for detection,pyClient,198725,
image frames/000364.jpg post detection process,pyClient,127786,
image frames/000297.jpg post detection process,pyClient,90905,
image frames/000430.jpg post detection process,pyClient,87952,
detecting image: frames/000647.jpg,pyClient,278579,
frame_detection,pyClient,374849,
frame_detection,pyClient,375507,
image frames/000497.jpg send to server for detection,pyClient,203532,
image frames/000475.jpg post detection process,pyClient,90964,
detecting image: frames/000327.jpg,pyClient,314676,
image frames/000212.jpg send to server for detection,pyClient,201313,
image frames/001016.jpg send to server for detection,pyClient,154126,
image frames/000224.jpg post detection process,pyClient,89501,
image frames/000855.jpg post detection process,pyClient,86699,
detecting image: frames/000688.jpg,pyClient,297308,
detecting image: frames/000103.jpg,pyClient,309245,
frame_detection,pyClient,447247,
frame_detection,pyClient,411640,
image frames/000541.jpg post detection process,pyClient,86736,
image frames/000744.jpg post detection process,pyClient,81626,
image frames/000702.jpg post detection process,pyClient,86552,
detecting image: frames/000447.jpg,pyClient,297568,
frame_detection,pyClient,388000,
image frames/000178.jpg post detection process,pyClient,97061,
image frames/000984.jpg post detection process,pyClient,86115,
image frames/000536.jpg post detection process,pyClient,88442,
image frames/000624.jpg send to server for detection,pyClient,188160,
image frames/000526.jpg send to server for detection,pyClient,195883,
image frames/000203.jpg send to server for detection,pyClient,307350,
frame_detection,pyClient,411975,
